English,Emoji,emoji_list
ample waistline,[EM]money with wings[EM]bank[EM]dollar banknote[EM]coin[EM]money bag[EM]chart increasing with yen[EM]ATM sign[EM]heavy dollar sign[EM]credit card[EM]money-mouth face[EM],"[':money_with_wings:', ':bank:', ':dollar_banknote:', ':coin:', ':money_bag:', ':chart_increasing_with_yen:', ':ATM_sign:', ':heavy_dollar_sign:', ':credit_card:', ':money-mouth_face:']"
ample waistline,[EM]woman gesturing OK light skin tone[EM]shorts[EM],"[':woman_gesturing_OK_light_skin_tone:', ':shorts:']"
ample waistline,[EM]open hands[EM]pregnant woman[EM],"[':open_hands:', ':pregnant_woman:']"
puzzling statement,[EM]face with spiral eyes[EM]thinking face[EM],"[':face_with_spiral_eyes:', ':thinking_face:']"
puzzling statement,[EM]speech balloon[EM]red question mark[EM]red question mark[EM]face with spiral eyes[EM],"[':speech_balloon:', ':red_question_mark:', ':red_question_mark:', ':face_with_spiral_eyes:']"
puzzling statement,[EM]speaking head[EM]red question mark[EM]exclamation question mark[EM]thinking face[EM]person shrugging[EM],"[':speaking_head:', ':red_question_mark:', ':exclamation_question_mark:', ':thinking_face:', ':person_shrugging:']"
puzzling statement,[EM]red question mark[EM]red question mark[EM]red question mark[EM]red question mark[EM],"[':red_question_mark:', ':red_question_mark:', ':red_question_mark:', ':red_question_mark:']"
puzzling statement,[EM]face with monocle[EM]red question mark[EM],"[':face_with_monocle:', ':red_question_mark:']"
puzzling statement,[EM]exclamation question mark[EM]exclamation question mark[EM]red question mark[EM]white question mark[EM]woman shrugging[EM]person shrugging[EM]man shrugging[EM],"[':exclamation_question_mark:', ':exclamation_question_mark:', ':red_question_mark:', ':white_question_mark:', ':woman_shrugging:', ':person_shrugging:', ':man_shrugging:']"
puzzling statement,[EM]face with spiral eyes[EM]face with raised eyebrow[EM]red question mark[EM],"[':face_with_spiral_eyes:', ':face_with_raised_eyebrow:', ':red_question_mark:']"
puzzling statement,[EM]woman shrugging[EM]speaking head[EM],"[':woman_shrugging:', ':speaking_head:']"
remarkable sight,[EM]exploding head[EM]star-struck[EM],"[':exploding_head:', ':star-struck:']"
remarkable sight,[EM]star-struck[EM]exploding head[EM]fireworks[EM],"[':star-struck:', ':exploding_head:', ':fireworks:']"
remarkable sight,[EM]astonished face[EM]hundred points[EM]smiling face with hearts[EM]eyes[EM],"[':astonished_face:', ':hundred_points:', ':smiling_face_with_hearts:', ':eyes:']"
remarkable sight,[EM]national park[EM]eyes[EM]check mark button[EM],"[':national_park:', ':eyes:', ':check_mark_button:']"
remarkable sight,[EM]star-struck[EM]national park[EM],"[':star-struck:', ':national_park:']"
remarkable sight,[EM]eyes[EM]moon viewing ceremony[EM],"[':eyes:', ':moon_viewing_ceremony:']"
remarkable sight,[EM]star-struck[EM],[':star-struck:']
remarkable sight,[EM]eyes[EM]framed picture[EM],"[':eyes:', ':framed_picture:']"
dull mood,[EM]expressionless face[EM]yawning face[EM],"[':expressionless_face:', ':yawning_face:']"
dull mood,[EM]confused face[EM]expressionless face[EM]face without mouth[EM],"[':confused_face:', ':expressionless_face:', ':face_without_mouth:']"
dull mood,[EM]expressionless face[EM]yawning face[EM],"[':expressionless_face:', ':yawning_face:']"
dull mood,[EM]yawning face[EM]unamused face[EM],"[':yawning_face:', ':unamused_face:']"
dull mood,[EM]yawning face[EM]unamused face[EM],"[':yawning_face:', ':unamused_face:']"
dull mood,[EM]thumbs down[EM]face with steam from nose[EM],"[':thumbs_down:', ':face_with_steam_from_nose:']"
dull mood,[EM]pensive face[EM]sleepy face[EM],"[':pensive_face:', ':sleepy_face:']"
dull mood,[EM]downcast face with sweat[EM],[':downcast_face_with_sweat:']
dull play,[EM]expressionless face[EM]yawning face[EM]soccer ball[EM],"[':expressionless_face:', ':yawning_face:', ':soccer_ball:']"
dull play,[EM]expressionless face[EM]piñata[EM]teddy bear[EM],"[':expressionless_face:', ':piñata:', ':teddy_bear:']"
dull play,[EM]yawning face[EM]performing arts[EM],"[':yawning_face:', ':performing_arts:']"
dull play,[EM]yawning face[EM]performing arts[EM],"[':yawning_face:', ':performing_arts:']"
dull play,[EM]unamused face[EM]soccer ball[EM],"[':unamused_face:', ':soccer_ball:']"
dull play,[EM]thumbs down[EM]basketball[EM],"[':thumbs_down:', ':basketball:']"
dull play,[EM]sleepy face[EM]video game[EM],"[':sleepy_face:', ':video_game:']"
dull play,[EM]performing arts[EM]confused face[EM],"[':performing_arts:', ':confused_face:']"
dull sky,[EM]expressionless face[EM]yawning face[EM]fog[EM],"[':expressionless_face:', ':yawning_face:', ':fog:']"
dull sky,[EM]sun behind large cloud[EM]cloud with rain[EM]window[EM],"[':sun_behind_large_cloud:', ':cloud_with_rain:', ':window:']"
dull sky,[EM]fog[EM],[':fog:']
dull sky,[EM]new moon[EM]night with stars[EM],"[':new_moon:', ':night_with_stars:']"
dull sky,[EM]unamused face[EM]fog[EM],"[':unamused_face:', ':fog:']"
dull sky,[EM]black small square[EM]cloud with lightning and rain[EM],"[':black_small_square:', ':cloud_with_lightning_and_rain:']"
dull sky,[EM]cloud with lightning[EM]fog[EM],"[':cloud_with_lightning:', ':fog:']"
dull sky,[EM]fog[EM],[':fog:']
dull silver,[EM]fog[EM]2nd place medal[EM],"[':fog:', ':2nd_place_medal:']"
dull silver,[EM]fog[EM]fork and knife[EM]spoon[EM],"[':fog:', ':fork_and_knife:', ':spoon:']"
dull silver,[EM]ring[EM]cross mark[EM]glowing star[EM],"[':ring:', ':cross_mark:', ':glowing_star:']"
dull silver,[EM]new moon[EM]2nd place medal[EM],"[':new_moon:', ':2nd_place_medal:']"
dull silver,[EM]2nd place medal[EM]gear[EM]new moon[EM],"[':2nd_place_medal:', ':gear:', ':new_moon:']"
dull silver,[EM]black small square[EM]ring[EM],"[':black_small_square:', ':ring:']"
dull silver,[EM]2nd place medal[EM]pensive face[EM],"[':2nd_place_medal:', ':pensive_face:']"
dull silver,[EM]fog[EM]coin[EM],"[':fog:', ':coin:']"
dull day,[EM]expressionless face[EM]yawning face[EM]tear-off calendar[EM],"[':expressionless_face:', ':yawning_face:', ':tear-off_calendar:']"
dull day,[EM]sun behind large cloud[EM]cityscape[EM],"[':sun_behind_large_cloud:', ':cityscape:']"
dull day,[EM]expressionless face[EM]calendar[EM],"[':expressionless_face:', ':calendar:']"
dull day,[EM]new moon[EM]new moon face[EM],"[':new_moon:', ':new_moon_face:']"
dull day,[EM]fog[EM]sun behind large cloud[EM],"[':fog:', ':sun_behind_large_cloud:']"
dull day,[EM]thumbs down[EM]eleven-thirty[EM],"[':thumbs_down:', ':eleven-thirty:']"
dull day,[EM]sad but relieved face[EM]worried face[EM],"[':sad_but_relieved_face:', ':worried_face:']"
dull day,[EM]fog[EM],[':fog:']
dull glow,[EM]fog[EM]glowing star[EM],"[':fog:', ':glowing_star:']"
dull glow,[EM]fog[EM]light bulb[EM],"[':fog:', ':light_bulb:']"
dull glow,[EM]light bulb[EM]cross mark[EM]glowing star[EM],"[':light_bulb:', ':cross_mark:', ':glowing_star:']"
dull glow,[EM]new moon[EM]glowing star[EM],"[':new_moon:', ':glowing_star:']"
dull glow,[EM]light bulb[EM]sunglasses[EM]unamused face[EM],"[':light_bulb:', ':sunglasses:', ':unamused_face:']"
dull glow,[EM]thumbs down[EM]glowing star[EM],"[':thumbs_down:', ':glowing_star:']"
dull glow,[EM]cross mark[EM]light bulb[EM]candle[EM],"[':cross_mark:', ':light_bulb:', ':candle:']"
dull glow,[EM]fog[EM]star[EM],"[':fog:', ':star:']"
cozy nook,[EM]smiling face with smiling eyes[EM]bed[EM],"[':smiling_face_with_smiling_eyes:', ':bed:']"
cozy nook,[EM]relieved face[EM]smiling face[EM]sun[EM]sunrise over mountains[EM],"[':relieved_face:', ':smiling_face:', ':sun:', ':sunrise_over_mountains:']"
cozy nook,[EM]couch and lamp[EM]smiling face with hearts[EM],"[':couch_and_lamp:', ':smiling_face_with_hearts:']"
cozy nook,[EM]smiling face with hearts[EM]couch and lamp[EM],"[':smiling_face_with_hearts:', ':couch_and_lamp:']"
cozy nook,[EM]couch and lamp[EM]hot beverage[EM]relieved face[EM],"[':couch_and_lamp:', ':hot_beverage:', ':relieved_face:']"
cozy nook,[EM]grinning face with smiling eyes[EM],[':grinning_face_with_smiling_eyes:']
cozy nook,[EM]maple leaf[EM]fallen leaf[EM]fire[EM],"[':maple_leaf:', ':fallen_leaf:', ':fire:']"
cozy nook,[EM]sleeping face[EM]couch and lamp[EM],"[':sleeping_face:', ':couch_and_lamp:']"
cozy room,[EM]smiling face with smiling eyes[EM]house[EM],"[':smiling_face_with_smiling_eyes:', ':house:']"
cozy room,[EM]relieved face[EM]house[EM]house with garden[EM]window[EM],"[':relieved_face:', ':house:', ':house_with_garden:', ':window:']"
cozy room,[EM]bed[EM]smiling face with hearts[EM],"[':bed:', ':smiling_face_with_hearts:']"
cozy room,[EM]smiling face with hearts[EM]door[EM],"[':smiling_face_with_hearts:', ':door:']"
cozy room,[EM]couch and lamp[EM]hot beverage[EM]desktop computer[EM],"[':couch_and_lamp:', ':hot_beverage:', ':desktop_computer:']"
cozy room,[EM]grinning face with smiling eyes[EM]person in bed[EM],"[':grinning_face_with_smiling_eyes:', ':person_in_bed:']"
cozy room,[EM]bed[EM]couch and lamp[EM]zzz[EM]candle[EM],"[':bed:', ':couch_and_lamp:', ':zzz:', ':candle:']"
cozy room,[EM]sleeping face[EM]couch and lamp[EM],"[':sleeping_face:', ':couch_and_lamp:']"
low hill,[EM]down-right arrow[EM]snow-capped mountain[EM],"[':down-right_arrow:', ':snow-capped_mountain:']"
low hill,[EM]backhand index pointing down[EM]mountain[EM],"[':backhand_index_pointing_down:', ':mountain:']"
low hill,[EM]down arrow[EM]snow-capped mountain[EM]snow-capped mountain[EM],"[':down_arrow:', ':snow-capped_mountain:', ':snow-capped_mountain:']"
low hill,[EM]down-right arrow[EM]snow-capped mountain[EM],"[':down-right_arrow:', ':snow-capped_mountain:']"
low hill,[EM]snow-capped mountain[EM]down arrow[EM],"[':snow-capped_mountain:', ':down_arrow:']"
low hill,[EM]snow-capped mountain[EM],[':snow-capped_mountain:']
low hill,[EM]down arrow[EM]snow-capped mountain[EM],"[':down_arrow:', ':snow-capped_mountain:']"
low hill,[EM]red triangle pointed down[EM]mount fuji[EM],"[':red_triangle_pointed_down:', ':mount_fuji:']"
low sun,[EM]down-right arrow[EM]sun[EM],"[':down-right_arrow:', ':sun:']"
low sun,[EM]backhand index pointing down[EM]sun with face[EM],"[':backhand_index_pointing_down:', ':sun_with_face:']"
low sun,[EM]sunrise[EM]sunrise[EM]sunrise[EM],"[':sunrise:', ':sunrise:', ':sunrise:']"
low sun,[EM]down-right arrow[EM]sun[EM]sun with face[EM]sun behind large cloud[EM]dim button[EM],"[':down-right_arrow:', ':sun:', ':sun_with_face:', ':sun_behind_large_cloud:', ':dim_button:']"
low sun,[EM]down arrow[EM]dim button[EM],"[':down_arrow:', ':dim_button:']"
low sun,[EM]droplet[EM]ice[EM]snowflake[EM],"[':droplet:', ':ice:', ':snowflake:']"
low sun,[EM]chart decreasing[EM]sun[EM],"[':chart_decreasing:', ':sun:']"
low sun,[EM]red triangle pointed down[EM]sun[EM],"[':red_triangle_pointed_down:', ':sun:']"
low supply,[EM]down-right arrow[EM]chart decreasing[EM],"[':down-right_arrow:', ':chart_decreasing:']"
low supply,[EM]chart decreasing[EM]package[EM],"[':chart_decreasing:', ':package:']"
low supply,[EM]woman gesturing NO[EM]woman gesturing NO[EM]woman gesturing NO[EM],"[':woman_gesturing_NO:', ':woman_gesturing_NO:', ':woman_gesturing_NO:']"
low supply,[EM]down-right arrow[EM]thumbs down[EM]slightly frowning face[EM]frowning face with open mouth[EM],"[':down-right_arrow:', ':thumbs_down:', ':slightly_frowning_face:', ':frowning_face_with_open_mouth:']"
low supply,[EM]down arrow[EM]chart decreasing[EM],"[':down_arrow:', ':chart_decreasing:']"
low supply,[EM]face screaming in fear[EM]shopping bags[EM]shopping cart[EM],"[':face_screaming_in_fear:', ':shopping_bags:', ':shopping_cart:']"
low supply,[EM]down arrow[EM]keycap 0[EM],"[':down_arrow:', ':keycap_0:']"
low supply,[EM]red triangle pointed down[EM]package[EM],"[':red_triangle_pointed_down:', ':package:']"
low cloud,[EM]down-right arrow[EM]cloud[EM],"[':down-right_arrow:', ':cloud:']"
low cloud,[EM]backhand index pointing down[EM]cloud[EM],"[':backhand_index_pointing_down:', ':cloud:']"
low cloud,[EM]cloud[EM]foggy[EM],"[':cloud:', ':foggy:']"
low cloud,[EM]down-right arrow[EM]fog[EM],"[':down-right_arrow:', ':fog:']"
low cloud,[EM]down arrow[EM]cloud[EM],"[':down_arrow:', ':cloud:']"
low cloud,[EM]cloud[EM]sun behind large cloud[EM],"[':cloud:', ':sun_behind_large_cloud:']"
low cloud,[EM]cross mark[EM]cloud[EM],"[':cross_mark:', ':cloud:']"
low cloud,[EM]red triangle pointed down[EM]cloud[EM],"[':red_triangle_pointed_down:', ':cloud:']"
low ceiling,[EM]down-right arrow[EM]house[EM],"[':down-right_arrow:', ':house:']"
low ceiling,[EM]backhand index pointing down[EM]house[EM],"[':backhand_index_pointing_down:', ':house:']"
low ceiling,[EM]chart decreasing[EM]chart decreasing[EM],"[':chart_decreasing:', ':chart_decreasing:']"
low ceiling,[EM]down-right arrow[EM]houses[EM],"[':down-right_arrow:', ':houses:']"
low ceiling,[EM]down arrow[EM]TOP arrow[EM],"[':down_arrow:', ':TOP_arrow:']"
low ceiling,[EM]bank[EM],[':bank:']
low ceiling,[EM]house[EM]collision[EM],"[':house:', ':collision:']"
low ceiling,[EM]red triangle pointed down[EM]office building[EM],"[':red_triangle_pointed_down:', ':office_building:']"
low bow,[EM]down-right arrow[EM]woman bowing[EM],"[':down-right_arrow:', ':woman_bowing:']"
low bow,[EM]ribbon[EM]backhand index pointing down[EM],"[':ribbon:', ':backhand_index_pointing_down:']"
low bow,[EM]woman bowing[EM]person bowing[EM]man bowing[EM],"[':woman_bowing:', ':person_bowing:', ':man_bowing:']"
low bow,[EM]down-right arrow[EM]person bowing[EM]woman bowing[EM]man bowing[EM],"[':down-right_arrow:', ':person_bowing:', ':woman_bowing:', ':man_bowing:']"
low bow,[EM]down arrow[EM]man bowing[EM],"[':down_arrow:', ':man_bowing:']"
low bow,[EM]woman bowing[EM],[':woman_bowing:']
low bow,[EM]woman bowing[EM]man bowing[EM],"[':woman_bowing:', ':man_bowing:']"
low bow,[EM]red triangle pointed down[EM]woman bowing light skin tone[EM],"[':red_triangle_pointed_down:', ':woman_bowing_light_skin_tone:']"
low reservoir,[EM]down-right arrow[EM]national park[EM],"[':down-right_arrow:', ':national_park:']"
low reservoir,[EM]national park[EM]down arrow[EM],"[':national_park:', ':down_arrow:']"
low reservoir,[EM]sweat droplets[EM]prohibited[EM]prohibited[EM],"[':sweat_droplets:', ':prohibited:', ':prohibited:']"
low reservoir,[EM]down-right arrow[EM]mount fuji[EM],"[':down-right_arrow:', ':mount_fuji:']"
low reservoir,[EM]down arrow[EM]woman rowing boat[EM]water wave[EM],"[':down_arrow:', ':woman_rowing_boat:', ':water_wave:']"
low reservoir,[EM]national park[EM]crocodile[EM],"[':national_park:', ':crocodile:']"
low reservoir,[EM]first quarter moon face[EM]down-right arrow[EM],"[':first_quarter_moon_face:', ':down-right_arrow:']"
low reservoir,[EM]red triangle pointed down[EM]national park[EM],"[':red_triangle_pointed_down:', ':national_park:']"
low price,[EM]down-right arrow[EM]label[EM],"[':down-right_arrow:', ':label:']"
low price,[EM]chart decreasing[EM]money bag[EM]money bag[EM],"[':chart_decreasing:', ':money_bag:', ':money_bag:']"
low price,[EM]money-mouth face[EM]money-mouth face[EM]money-mouth face[EM]red envelope[EM],"[':money-mouth_face:', ':money-mouth_face:', ':money-mouth_face:', ':red_envelope:']"
low price,[EM]down-right arrow[EM]heavy dollar sign[EM]money with wings[EM],"[':down-right_arrow:', ':heavy_dollar_sign:', ':money_with_wings:']"
low price,[EM]down arrow[EM]label[EM]heavy dollar sign[EM],"[':down_arrow:', ':label:', ':heavy_dollar_sign:']"
low price,[EM]heavy dollar sign[EM]money-mouth face[EM]money-mouth face[EM],"[':heavy_dollar_sign:', ':money-mouth_face:', ':money-mouth_face:']"
low price,[EM]down arrow[EM]heavy dollar sign[EM],"[':down_arrow:', ':heavy_dollar_sign:']"
low price,[EM]red triangle pointed down[EM]label[EM],"[':red_triangle_pointed_down:', ':label:']"
low furniture,[EM]down-right arrow[EM]couch and lamp[EM],"[':down-right_arrow:', ':couch_and_lamp:']"
low furniture,[EM]red triangle pointed down[EM]chair[EM]couch and lamp[EM],"[':red_triangle_pointed_down:', ':chair:', ':couch_and_lamp:']"
low furniture,[EM]chair[EM]chair[EM]down arrow[EM],"[':chair:', ':chair:', ':down_arrow:']"
low furniture,[EM]down-right arrow[EM]seat[EM]bed[EM],"[':down-right_arrow:', ':seat:', ':bed:']"
low furniture,[EM]down arrow[EM]chair[EM],"[':down_arrow:', ':chair:']"
low furniture,[EM]couch and lamp[EM],[':couch_and_lamp:']
low furniture,[EM]cross mark[EM]bed[EM],"[':cross_mark:', ':bed:']"
low furniture,[EM]red triangle pointed down[EM]couch and lamp[EM],"[':red_triangle_pointed_down:', ':couch_and_lamp:']"
critical illness,[EM]face with medical mask[EM]face with thermometer[EM]face with head-bandage[EM],"[':face_with_medical_mask:', ':face_with_thermometer:', ':face_with_head-bandage:']"
critical illness,[EM]skull and crossbones[EM]sneezing face[EM],"[':skull_and_crossbones:', ':sneezing_face:']"
critical illness,[EM]face with head-bandage[EM]health worker[EM]pill[EM]face with medical mask[EM]microbe[EM]headstone[EM],"[':face_with_head-bandage:', ':health_worker:', ':pill:', ':face_with_medical_mask:', ':microbe:', ':headstone:']"
critical illness,[EM]face vomiting[EM]man health worker[EM],"[':face_vomiting:', ':man_health_worker:']"
critical illness,[EM]face with thermometer[EM]police car light[EM],"[':face_with_thermometer:', ':police_car_light:']"
critical illness,[EM]face with thermometer[EM]double exclamation mark[EM],"[':face_with_thermometer:', ':double_exclamation_mark:']"
critical illness,[EM]nauseated face[EM]nauseated face[EM],"[':nauseated_face:', ':nauseated_face:']"
critical illness,[EM]face vomiting[EM]face with thermometer[EM]thermometer[EM]thermometer[EM],"[':face_vomiting:', ':face_with_thermometer:', ':thermometer:', ':thermometer:']"
critical mass,[EM]balance scale[EM]warning[EM]warning[EM],"[':balance_scale:', ':warning:', ':warning:']"
critical mass,[EM]red exclamation mark[EM]balance scale[EM]elephant[EM],"[':red_exclamation_mark:', ':balance_scale:', ':elephant:']"
critical mass,[EM]balance scale[EM]woman judge[EM]man judge[EM],"[':balance_scale:', ':woman_judge:', ':man_judge:']"
critical mass,[EM]double exclamation mark[EM]balance scale[EM],"[':double_exclamation_mark:', ':balance_scale:']"
critical mass,[EM]police car light[EM]woman lifting weights[EM],"[':police_car_light:', ':woman_lifting_weights:']"
critical mass,[EM]pinching hand[EM]atom symbol[EM]red exclamation mark[EM],"[':pinching_hand:', ':atom_symbol:', ':red_exclamation_mark:']"
